text,category_name,label
VALVE OPERATION FEASIBILITY: HAND LEVER HITS STRUCTURAL COLUMN WHEN OPENING VALVE BY: BREKOL,Feasibility,9
BOM TABLE COLUMN FOR MATERIAL GRADE IS BLANK FOR ITEMS 3 THROUGH 8 BY: VSM,BOM,12
Coordinate with architectural team: wall penetration sleeve location conflicts with column -MWR,Coordination,5
Vessel nozzle reinforcement pad area calculation insufficient for external piping moment,Calculation,8
TEXT OVERLAPPING WITH DRAWING BORDER AT LOWER RIGHT CORNER BY: BREKOL,Cosmetic,3
Detail bubble Section 4 missing sheet cross-reference on elevation view,Drafting,1
Drafting error: dimension line cuts through equipment outline,Drafting,1
Standard compliance: instrumentation tag format does not follow ISA-5.1 naming rule -JCM,Standards,4
Text overlapping dimension leader arrow: adjust text box position,Cosmetic,3
DETAIL BUBBLE DETAIL 12 MISSING SHEET CROSS-REFERENCE ON ELEVATION VIEW,Drafting,1
DETAIL BUBBLE DETAIL B MISSING SHEET CROSS-REFERENCE ON ELEVATION VIEW -MWR,Drafting,1
REINFORCING BAR REBAR GRADE MUST BE ASTM A615 GRADE 60 PER STRUCTURAL SPEC -JCM,Material,10
Incorrect flange rating listed in bill of materials table for item 12,BOM,12
Centerline missing on symmetric equipment foundation pad detail -JDM,Drafting,1
Delta symbol callout 3 missing on sheet 2 revision history table -RJY,Revision,7
TEXT CALLOUT ROTATED AT ODD ANGLE: ALIGN HORIZONTALLY FOR READABILITY,Cosmetic,3
Text alignment in general notes section is jagged: align left margins By: BreKol,Cosmetic,3
Drafting error: dimension line cuts through equipment outline -JDM,Drafting,1
Revision cloud incomplete: does not fully enclose modified piping spool -UCC,Revision,7
INCONSISTENT CAPITALIZATION IN EQUIPMENT CALLOUTS: USE ALL UPPERCASE,Cosmetic,3
UPDATE NOTES: ADD NOTE REGARDING POST-WELD HEAT TREATMENT PWHT REQUIREMENT,Notes,11
CABLE VOLTAGE DROP CALCULATION EXCEEDS 3% ALLOWABLE LIMIT FOR 480V FEEDER,Calculation,8
Hazardous area classification boundary symbol missing per NFPA 497 standard -UCC,Standards,4
LINE OVERLAP OBSERVED BETWEEN DIMENSION EXTENSION LINE AND CENTERLINE ON GRID A-1 -JDM,Drafting,1
Emergency exit signage symbol not per ISO 7010 safety sign standard,Standards,4
Material callout for baseplate shows mild steel: revise to ASTM A572 Gr 50 -MWR,Material,10
Cable voltage drop calculation exceeds 3% allowable limit for 480V feeder By: VSM,Calculation,8
REVISION ISSUE STATUS CHANGED FROM IFD TO IFC BUT REVISION TABLE NOT UPDATED,Revision,7
"Fabrication issue: minimum bend radius on 1/2"" structural plate will cause cracking",Feasibility,9
Revision status in title block says Rev 1 but revision table lists Rev 2 By: BreKol,Revision,7
MISSING STIFFENER PLATE CONNECTION AT HIGH STRESS BEAM JUNCTION,Technical,0
BOM PART NUMBER TYPO: REPLACE VENDOR CODE XYZ-100 WITH XYZ-200 -MWR,BOM,12
HIDDEN LINES SHOWING AS SOLID LINES IN ELEVATION SECTION VIEW -UCC,Drafting,1
Clash with equipment access: motor removal path blocked by adjacent process line By: BreKol,Coordination,5
Missing hidden line for underground conduit duct bank on plan view,Drafting,1
"WRONG WELD CALLOUT: REPLACE FILLET WELD WITH 3/8"" FILLET WELD WITH BACKING BAR ON MOMENT CONNECTION -UCC",Technical,0
Revision note missing: reference ECN-4081 in revision description column,Revision,7
SECTION CUT SYMBOL ON SHEET 5 POINTS IN WRONG VIEWING DIRECTION,Drafting,1
DRAFTING VIEW MISMATCH: ISOMETRIC VIEW SHOWS VALVE THAT IS OMITTED ON PLAN VIEW -RJY,Drafting,1
PROJECT WORK ORDER NUMBER MISSING IN DOCUMENT CONTROL BLOCK,Documentation,6
GENERAL NOTE 7 MISSING REQUIREMENT FOR NON-DESTRUCTIVE EXAMINATION NDT OF CRITICAL WELDS -RJY,Notes,11
Missing sheet reference callout: 'See companion sheet E-54725-29-C0-26403 for continuation' -JDM,Documentation,6
Note reference error: detail refers to note 15 but notes list only goes up to note 11,Notes,11
Spare parts list in bill of materials does not include replacement gasket sets -JJD,BOM,12
UPDATE BILL OF MATERIALS BOM TO REFLECT LATEST REVISION OF PIPING COMPONENT SCHEDULE BY: VSM,BOM,12
Drawing status stamp missing: stamp 'ISSUED FOR CONSTRUCTION' before release -BEK,Documentation,6
Hidden lines showing as solid lines in elevation section view By: BreKol,Drafting,1
Transformer sizing calculation does not account for continuous motor starting kVA,Calculation,8
TUBING MATERIAL CALLOUT INCORRECT: SPECIFY SEAMLESS 316SS INSTRUMENT TUBING -JJD,Material,10
BOM item table missing unit weight and total weight column entries -JCM,BOM,12
Maintenance accessibility: insufficient clearance to pull heat exchanger tube bundle -BEK,Feasibility,9
Valve handwheel location unreachable from operating platform: add chain wheel operator By: BreKol,Feasibility,9
Missing radius dimension on elbow bend curvature callout,Dimension,2
Codal issue: egress platform landing dimensions violate NFPA 101 Life Safety Code,Standards,4
"CL EL 88'-4 1/2"" callout missing for pipe centerline on elevation view -MWR",Dimension,2
Missing vertical clearance dimension below overhead monorail beam -JCM,Dimension,2
SPELLING MISTAKE IN COATING SPEC NOTE: 'GALVANISE' SHOULD BE 'GALVANIZED' -UCC,Cosmetic,3
Part number in bill of materials table does not match vendor certified cut sheet -BEK,BOM,12
MISSING CLIENT DRAWING REFERENCE NUMBER IN MASTER TITLE BLOCK BY: BREKOL,Documentation,6
Note discrepancy: note states galvanize all steel but detail indicates painted finish,Notes,11
DRAWING CROSS-REFERENCE INDEX TABLE INCOMPLETE ON COVER SHEET,Documentation,6
P&ID SYMBOLOGY DOES NOT CONFORM TO COMPANY DRAFTING STANDARD STD-001,Standards,4
BOM QUANTITY MISMATCH: DRAWING SHOWS 4 SUPPORT BRACKETS BUT BOM LISTS QUANTITY 2 -MWR,BOM,12
TITLE BLOCK CAD LAYER LOCKED WITH OUTDATED CONTRACTOR COMPANY NAME -UCC,Documentation,6
Anchor bolt projection dimension from top of grout missing -UCC,Dimension,2
INTER-DISCIPLINE CLASH: PIPE SUPPORT BRACKET INTERFERES WITH INSTRUMENT JUNCTION BOX JB-101,Coordination,5
Typo error in title: 'structral' should be 'structural' -RJY,Cosmetic,3
Line overlap observed between dimension extension line and centerline on grid D-2 -JDM,Drafting,1
WELD SIZE UNDERSIZED: 1/4 INCH FILLET WELD SPECIFIED BUT 3/8 INCH REQUIRED FOR BASE METAL THICKNESS,Technical,0
GENERAL NOTE 2 REFERENCES OBSOLETE SPECIFICATION DOCUMENT 01-SPEC-1998: UPDATE TO REV 2026 -BEK,Notes,11
Safety shower symbol orientation violates ANSI Z358.1 specification,Standards,4
MAINTENANCE ACCESSIBILITY: INSUFFICIENT CLEARANCE TO PULL HEAT EXCHANGER TUBE BUNDLE,Feasibility,9
Font thickness too heavy making small numerical tags illegible -UCC,Cosmetic,3
Spelling mistake in coating spec note: 'galvanise' should be 'galvanized' -JDM,Cosmetic,3
Client logo and project title missing from cover sheet title block By: BreKol,Documentation,6
TRANSFORMER SIZING CALCULATION DOES NOT ACCOUNT FOR CONTINUOUS MOTOR STARTING KVA,Calculation,8
Missing item tag number in BOM schedule column for temperature transmitter By: BreKol,BOM,12
REVISION ISSUE STATUS CHANGED FROM IFD TO IFC BUT REVISION TABLE NOT UPDATED -UCC,Revision,7
Sheet number indicates sheet 2 of 4 but total drawing set has 5 sheets,Documentation,6
Machining finish symbol Ra 3.2 missing on shaft seal landing,Technical,0
Foundation pile load capacity inconsistent with geotechnical soil report calculation By: VSM,Calculation,8
VERIFY STRUCTURAL CONNECTION CAPACITY: SHEAR TAB BOLT COUNT INSUFFICIENT,Technical,0
Interference between crane hook travel envelope and lighting fixture layout,Coordination,5
Drawing title does not match master document register index -JJD,Documentation,6
REVISION BLOCK SHOWS REV 0 DATE BUT DRAWING CONTAINS REV 1 MARKUPS -JDM,Revision,7
COORDINATE WITH PIPING DEPARTMENT: VERIFY NOZZLE ORIENTATION MATCHES P&ID PID-54718,Coordination,5
BOM description incorrect: item 7 description says gate valve but graphic shows globe valve,BOM,12
Emergency exit signage symbol not per ISO 7010 safety sign standard,Standards,4
Corrosion allowance material buffer omitted in wall thickness specification,Material,10
Design calculation inconsistency: vessel wall thickness calculation requires 12mm not 10mm By: VSM,Calculation,8
Maintenance feasibility: filter basket cannot be removed without disconnecting piping,Feasibility,9
Standard electrical grounding symbol missing at transformer neutral connection -MWR,Standards,4
Spelling error: 'pressur' missing 'e' in pipe line description -JDM,Cosmetic,3
TYPO ERROR IN TITLE: 'STRUCTRAL' SHOULD BE 'STRUCTURAL' -JCM,Cosmetic,3
Bearing pressure calculation under footing exceeds allowable soil bearing capacity -MWR,Calculation,8
Isometric drawing view orientation misaligned with plan coordinates,Drafting,1
PROJECT WORK ORDER NUMBER MISSING IN DOCUMENT CONTROL BLOCK BY: VSM,Documentation,6
Add environmental note regarding secondary containment dike drainage valve operation -JJD,Notes,11
"TOLERANCE CALLOUT +/- 1/16"" MISSING ON OVERALL SKID LENGTH DIMENSION -UCC",Dimension,2
REVISION SYMBOL DELTA-2 MISSING NEAR RELOCATED DRAIN VALVE,Revision,7
BOM quantity mismatch: drawing shows 4 support brackets but BOM lists quantity 2 -UCC,BOM,12
Leader line crossing dimension string: reroute leader to detail bubble,Drafting,1
CLIENT LOGO AND PROJECT TITLE MISSING FROM COVER SHEET TITLE BLOCK -JCM,Documentation,6
Foundation pile load capacity inconsistent with geotechnical soil report calculation By: VSM,Calculation,8
SEISMIC ANCHOR LOAD CALCULATION INCONSISTENT WITH BASEPLATE ANCHOR EMBEDMENT DEPTH -BEK,Calculation,8
Dimension callout from survey monument datum is missing on plot plan By: BreKol,Dimension,2
CODAL ISSUE: EGRESS PLATFORM LANDING DIMENSIONS VIOLATE NFPA 101 LIFE SAFETY CODE,Standards,4
DRAFTING VIEW MISMATCH: ISOMETRIC VIEW SHOWS VALVE THAT IS OMITTED ON PLAN VIEW,Drafting,1
BOM quantity mismatch: drawing shows 4 support brackets but BOM lists quantity 2 -JCM,BOM,12
Revision table not updated: add Rev B description 'Incorporated client comments' -UCC,Revision,7
COORDINATE HVAC SUPPLY REGISTER LOCATION WITH OVERHEAD CABLE TRAY RUN,Coordination,5
Missing moment connection plate weld size callout on detail Detail 3,Technical,0
Coordinate instrument air supply line routing with control valve manifold,Coordination,5
Text overlapping dimension leader arrow: adjust text box position,Cosmetic,3
Overlapping text and leader lines obscuring nozzle callout on HEX-102,Drafting,1
"Incorrect elevation callout: TOC shows 345'-11 3/4"" but Section shows 114'-0""",Dimension,2
PUMP MAINTENANCE FEASIBILITY: MOTOR CANNOT BE REMOVED WITHOUT DISMANTLING OVERHEAD PIPING -MWR,Feasibility,9
MTO discrepancy: structural framing schedule omitted W10x49 beam material take-off -JDM,BOM,12
MANDATORY NOTE MISSING: 'CONTRACTOR SHALL VERIFY ALL TIE-IN DIMENSIONS PRIOR TO FABRICATION',Notes,11
RIGGING AND LIFTING LUG PLACEMENT CAUSES CENTER OF GRAVITY TILT DURING ERECTION,Feasibility,9
Previous revision cloud Rev A must be removed before issuing Rev B,Revision,7
Part number mismatch between assembly drawing and sub-assembly detail -JCM,Technical,0
Check pipe spool cut length dimension: account for gasket thickness -JCM,Dimension,2
Cable voltage drop calculation exceeds 3% allowable limit for 480V feeder,Calculation,8
Fabrication feasibility: weld joint between thick plates cannot be reached with welding gun -JCM,Feasibility,9
Add environmental note regarding secondary containment dike drainage valve operation,Notes,11
Title block incomplete: project number and drawing revision letter missing,Documentation,6
PIPE HANGER SUPPORT SYMBOL NON-COMPLIANT WITH MSS SP-58 STANDARD,Standards,4
Short circuit current rating calculation does not support specified breaker kAIC rating,Calculation,8
MISSING REVISION TRIANGLE TAG NEXT TO REVISED BEAM SIZE ON FRAMING PLAN -UCC,Revision,7
Line weight for piping header too thin: distinguish from background grid lines -RJY,Drafting,1
RIGGING AND LIFTING LUG PLACEMENT CAUSES CENTER OF GRAVITY TILT DURING ERECTION,Feasibility,9
DRAWING RELEASE STATUS STILL MARKED 'DRAFT': UPDATE TO 'APPROVED FOR CONSTRUCTION' -JJD,Documentation,6
ECN NUMBER MISSING ON ENGINEERING CHANGE DETAIL FOR REBOILER SADDLE BY: VSM,Technical,0
Spare parts list in bill of materials does not include replacement gasket sets -JJD,BOM,12
Gasket material specified is incompatible with process fluid: change to PTFE / Spiral Wound,Material,10
Spelling error: 'pressur' missing 'e' in pipe line description By: BreKol,Cosmetic,3
Discrepancy between BOM item count and callout bubble count on assembly view,BOM,12
VALVE OPERATION FEASIBILITY: HAND LEVER HITS STRUCTURAL COLUMN WHEN OPENING VALVE -BEK,Feasibility,9
Revision issue status changed from IFD to IFC but revision table not updated -JJD,Revision,7
Seismic anchor load calculation inconsistent with baseplate anchor embedment depth -JDM,Calculation,8
Clash with piping: 6 inch CS line conflicts with electrical cable tray at grid A-1,Coordination,5
Text overlapping with drawing border at lower right corner,Cosmetic,3
Clash with equipment access: motor removal path blocked by adjacent process line,Coordination,5
Interference between crane hook travel envelope and lighting fixture layout -MWR,Coordination,5
HIDDEN LINES SHOWING AS SOLID LINES IN ELEVATION SECTION VIEW -JJD,Drafting,1
Coordinate with civil lead: concrete pad size insufficient for new pump skid footprint -JJD,Coordination,5
Relief valve sizing calculation sheet indicates orifice area 0.50 sq in but drawing shows 0.38 -JJD,Calculation,8
Update notes: add note regarding post-weld heat treatment PWHT requirement -BEK,Notes,11
Missing moment connection plate weld size callout on detail Detail B,Technical,0
Dimension callout from survey monument datum is missing on plot plan By: VSM,Dimension,2
Fabrication feasibility: weld joint between thick plates cannot be reached with welding gun By: VSM,Feasibility,9
COORDINATE WITH CIVIL LEAD: CONCRETE PAD SIZE INSUFFICIENT FOR NEW PUMP SKID FOOTPRINT -RJY,Coordination,5
Missing vertical clearance dimension below overhead monorail beam -BEK,Dimension,2
Material specification discrepancy between piping line list and isometric drawing,Material,10
ECN NO MISSING ON REVISED GUSSET PLATE DETAIL -JCM,Technical,0
DRAFTING VIEW MISMATCH: ISOMETRIC VIEW SHOWS VALVE THAT IS OMITTED ON PLAN VIEW -JJD,Drafting,1
Mandatory note missing: 'Contractor shall verify all tie-in dimensions prior to fabrication',Notes,11
DRAWING STATUS STAMP MISSING: STAMP 'ISSUED FOR CONSTRUCTION' BEFORE RELEASE,Documentation,6
Pump maintenance feasibility: motor cannot be removed without dismantling overhead piping -JCM,Feasibility,9
Flange facing standard designation RF vs FF non-compliant with ASME B16.5 -MWR,Standards,4
Field assembly feasibility: provide bolted splice instead of field full-penetration weld,Feasibility,9
Revision symbol delta-2 missing near relocated drain valve,Revision,7
Incorrect nozzle flange connection rating 900# on vessel P-204A/B By: VSM,Technical,0
Wrong valve body material: specify 316L stainless steel for acid injection line,Material,10
TEXT OVERLAPPING WITH DRAWING BORDER AT LOWER RIGHT CORNER -UCC,Cosmetic,3
Incorrect material: 304SS specified where 316L required for chloride stress corrosion -BEK,Material,10
Design calculation inconsistency: heat loss calculation requires 50mm insulation not 25mm,Calculation,8
HIDDEN LINES SHOWING AS SOLID LINES IN ELEVATION SECTION VIEW BY: BREKOL,Drafting,1
Missing reference drawing numbers for electrical tie-in in documentation block -UCC,Documentation,6
Typo error in title: 'structral' should be 'structural' By: BreKol,Cosmetic,3
CL EL EL +14.500M CALLOUT MISSING FOR PIPE CENTERLINE ON ELEVATION VIEW BY: BREKOL,Dimension,2
Text justification misaligned in equipment table column,Cosmetic,3
Missing dashed hidden line representing equipment clearance envelope,Drafting,1
ASME CODE STAMP REQUIREMENT SYMBOL MISSING FROM PRESSURE VESSEL NAMEPLATE CALLOUT,Standards,4
INCORRECT MEMBER SIZE FOR CROSS BRACE B-04: UPGRADE W14X48 TO W18X76 FOR SPAN LOAD,Technical,0
FABRICATION FEASIBILITY: WELD JOINT BETWEEN THICK PLATES CANNOT BE REACHED WITH WELDING GUN -UCC,Feasibility,9
